graph_type,size,objective_value,time_ms,iterations,branch_and_bound_nodes
Binomial Graph (50%),10,4.0,5,0,0
Binomial Graph (80%),10,3.0,5,0,0
Complete,10,2.0,4,0,0
Star,10,2.0,2,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,6.0,4,0,0
Binomial Graph (50%),10,4.0,5,0,0
Binomial Graph (80%),10,3.0,4,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,2,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,5,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,4.0,4,0,0
Binomial Graph (50%),10,4.0,4,0,0
Binomial Graph (80%),10,4.0,5,0,0
Complete,10,2.0,4,0,0
Star,10,2.0,3,0,0
Cycle,10,7.0,4,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,6.0,4,0,0
Binomial Graph (50%),10,3.0,5,0,0
Binomial Graph (80%),10,2.0,4,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,4,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,6,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,7.0,4,0,0
Binomial Graph (50%),10,4.0,6,0,0
Binomial Graph (80%),10,2.0,5,0,0
Complete,10,2.0,4,0,0
Star,10,2.0,2,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,6.0,6,0,0
Binomial Graph (50%),10,3.0,6,0,0
Binomial Graph (80%),10,3.0,5,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,2,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,7.0,4,0,0
Binomial Graph (50%),10,3.0,5,0,0
Binomial Graph (80%),10,2.0,4,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,3,0,0
Cycle,10,7.0,4,0,0
Path,10,7.0,5,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,5.0,4,0,0
Binomial Graph (50%),10,4.0,5,0,0
Binomial Graph (80%),10,2.0,4,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,5,0,0
Cycle,10,7.0,7,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,5.0,4,0,0
Binomial Graph (50%),10,4.0,5,0,0
Binomial Graph (80%),10,2.0,5,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,2,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,6.0,4,0,0
Binomial Graph (50%),10,3.0,4,0,0
Binomial Graph (80%),10,2.0,4,0,0
Complete,10,2.0,7,0,0
Star,10,2.0,3,0,0
Cycle,10,7.0,6,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,5.0,5,0,0
Binomial Graph (50%),10,4.0,5,0,0
Binomial Graph (80%),10,2.0,4,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,3,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,7.0,4,0,0
Binomial Graph (50%),10,5.0,5,0,0
Binomial Graph (80%),10,2.0,5,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,3,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,7.0,3,0,0
Binomial Graph (50%),10,4.0,5,0,0
Binomial Graph (80%),10,2.0,4,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,2,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,5.0,5,0,0
Binomial Graph (50%),10,4.0,4,0,0
Binomial Graph (80%),10,2.0,5,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,2,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,7.0,4,0,0
Binomial Graph (50%),10,3.0,5,0,0
Binomial Graph (80%),10,2.0,4,0,0
Complete,10,2.0,5,0,0
Star,10,2.0,3,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,4,0,0
Binomial Tree,4,3.0,3,0,0
Binomial Graph (30%),10,7.0,4,0,0
Binomial Graph (50%),10,4.0,5,0,0
Binomial Graph (80%),10,2.0,5,0,0
Complete,10,2.0,4,0,0
Star,10,2.0,2,0,0
Cycle,10,7.0,5,0,0
Path,10,7.0,60,0,0
Binomial Tree,4,3.0,2,0,0
Binomial Graph (30%),10,8.0,4,0,0
Binomial Graph (50%),10,3.0,5,0,0
Binomial Graph (80%),10,2.0,5,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,77,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,4,0,0
Binomial Graph (30%),100,10.0,56610,0,0
Binomial Graph (50%),100,6.0,13184,0,0
Binomial Graph (80%),100,4.0,609,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,76,0,0
Path,100,67.0,76,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,91131,0,0
Binomial Graph (50%),100,8.0,55359,0,0
Binomial Graph (80%),100,4.0,310,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,107,0,0
Path,100,67.0,78,0,0
Binomial Tree,16,12.0,6,0,0
Binomial Graph (30%),100,10.0,201119,0,0
Binomial Graph (50%),100,7.0,31298,0,0
Binomial Graph (80%),100,4.0,338,0,0
Complete,100,2.0,104,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,188377,0,0
Binomial Graph (50%),100,7.0,16536,0,0
Binomial Graph (80%),100,4.0,293,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,102,0,0
Binomial Tree,16,12.0,6,0,0
Binomial Graph (30%),100,10.0,195066,0,0
Binomial Graph (50%),100,6.0,4455,0,0
Binomial Graph (80%),100,4.0,323,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,78,0,0
Path,100,67.0,72,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1325540,0,0
Binomial Graph (50%),100,7.0,12185,0,0
Binomial Graph (80%),100,4.0,267,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,82,0,0
Path,100,67.0,78,0,0
Binomial Tree,16,12.0,8,0,0
Binomial Graph (30%),100,10.0,111234,0,0
Binomial Graph (50%),100,7.0,15767,0,0
Binomial Graph (80%),100,4.0,318,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,74,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,58845,0,0
Binomial Graph (50%),100,6.0,7584,0,0
Binomial Graph (80%),100,4.0,324,0,0
Complete,100,2.0,105,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,83,0,0
Path,100,67.0,74,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,144333,0,0
Binomial Graph (50%),100,6.0,9785,0,0
Binomial Graph (80%),100,4.0,333,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,93,0,0
Path,100,67.0,116,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,197865,0,0
Binomial Graph (50%),100,6.0,13818,0,0
Binomial Graph (80%),100,4.0,331,0,0
Complete,100,2.0,105,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,77,0,0
Path,100,67.0,72,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,103716,0,0
Binomial Graph (50%),100,7.0,18972,0,0
Binomial Graph (80%),100,4.0,310,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,14,0,0
Cycle,100,67.0,100,0,0
Path,100,67.0,72,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1852904,0,0
Binomial Graph (50%),100,6.0,17793,0,0
Binomial Graph (80%),100,4.0,311,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,66534,0,0
Binomial Graph (50%),100,7.0,19214,0,0
Binomial Graph (80%),100,4.0,305,0,0
Complete,100,2.0,167,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,86,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1892914,0,0
Binomial Graph (50%),100,6.0,6327,0,0
Binomial Graph (80%),100,4.0,324,0,0
Complete,100,2.0,107,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,894165,0,0
Binomial Graph (50%),100,7.0,20135,0,0
Binomial Graph (80%),100,4.0,311,0,0
Complete,100,2.0,106,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,87150,0,0
Binomial Graph (50%),100,6.0,5504,0,0
Binomial Graph (80%),100,4.0,252,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,79,0,0
Path,100,67.0,82,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,556515,0,0
Binomial Graph (50%),100,7.0,17292,0,0
Binomial Graph (80%),100,4.0,298,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,153867,0,0
Binomial Graph (50%),100,6.0,9358,0,0
Binomial Graph (80%),100,4.0,321,0,0
Complete,100,2.0,117,0,0
Star,100,2.0,15,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,76,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,113149,0,0
Binomial Graph (50%),100,7.0,19215,0,0
Binomial Graph (80%),100,4.0,317,0,0
Complete,100,2.0,105,0,0
Star,100,2.0,14,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,76,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1176050,0,0
Binomial Graph (50%),100,7.0,15403,0,0
Binomial Graph (80%),100,4.0,295,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,71,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,110475,0,0
Binomial Graph (50%),100,7.0,9318,0,0
Binomial Graph (80%),100,4.0,316,0,0
Complete,100,2.0,109,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,78148,0,0
Binomial Graph (50%),100,7.0,13012,0,0
Binomial Graph (80%),100,4.0,334,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,14,0,0
Cycle,100,67.0,89,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,211828,0,0
Binomial Graph (50%),100,7.0,15668,0,0
Binomial Graph (80%),100,4.0,299,0,0
Complete,100,2.0,107,0,0
Star,100,2.0,18,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1752379,0,0
Binomial Graph (50%),100,7.0,17318,0,0
Binomial Graph (80%),100,4.0,316,0,0
Complete,100,2.0,107,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,47419,0,0
Binomial Graph (50%),100,6.0,3411,0,0
Binomial Graph (80%),100,4.0,321,0,0
Complete,100,2.0,101,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,77,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,165976,0,0
Binomial Graph (50%),100,6.0,11669,0,0
Binomial Graph (80%),100,4.0,319,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,89,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,202768,0,0
Binomial Graph (50%),100,7.0,47281,0,0
Binomial Graph (80%),100,4.0,303,0,0
Complete,100,2.0,105,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,76,0,0
Binomial Tree,16,12.0,8,0,0
Binomial Graph (30%),100,10.0,134124,0,0
Binomial Graph (50%),100,6.0,5959,0,0
Binomial Graph (80%),100,4.0,337,0,0
Complete,100,2.0,110,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,88,0,0
Path,100,67.0,74,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1409983,0,0
Binomial Graph (50%),100,7.0,15046,0,0
Binomial Graph (80%),100,4.0,291,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,4008944,0,0
Binomial Graph (50%),100,7.0,10754,0,0
Binomial Graph (80%),100,4.0,299,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,86,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,174197,0,0
Binomial Graph (50%),100,7.0,27250,0,0
Binomial Graph (80%),100,4.0,339,0,0
Complete,100,2.0,106,0,0
Star,100,2.0,15,0,0
Cycle,100,67.0,91,0,0
Path,100,67.0,74,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,116996,0,0
Binomial Graph (50%),100,7.0,12177,0,0
Binomial Graph (80%),100,4.0,333,0,0
Complete,100,2.0,104,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,76,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,96029,0,0
Binomial Graph (50%),100,7.0,26521,0,0
Binomial Graph (80%),100,4.0,321,0,0
Complete,100,2.0,105,0,0
Star,100,2.0,15,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,131547,0,0
Binomial Graph (50%),100,7.0,18727,0,0
Binomial Graph (80%),100,4.0,330,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,82,0,0
Path,100,67.0,74,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1124033,0,0
Binomial Graph (50%),100,6.0,14003,0,0
Binomial Graph (80%),100,4.0,355,0,0
Complete,100,2.0,106,0,0
Star,100,2.0,15,0,0
Cycle,100,67.0,78,0,0
Path,100,67.0,74,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,870610,0,0
Binomial Graph (50%),100,6.0,3265,0,0
Binomial Graph (80%),100,4.0,344,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,74,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,864670,0,0
Binomial Graph (50%),100,8.0,77625,0,0
Binomial Graph (80%),100,4.0,321,0,0
Complete,100,2.0,104,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,77,0,0
Path,100,67.0,71,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,83170,0,0
Binomial Graph (50%),100,7.0,18937,0,0
Binomial Graph (80%),100,4.0,347,0,0
Complete,100,2.0,105,0,0
Star,100,2.0,15,0,0
Cycle,100,67.0,85,0,0
Path,100,67.0,109,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1815866,0,0
Binomial Graph (50%),100,7.0,19403,0,0
Binomial Graph (80%),100,4.0,301,0,0
Complete,100,2.0,133,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,978433,0,0
Binomial Graph (50%),100,6.0,2630,0,0
Binomial Graph (80%),100,4.0,304,0,0
Complete,100,2.0,107,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,3313211,0,0
Binomial Graph (50%),100,7.0,14780,0,0
Binomial Graph (80%),100,4.0,296,0,0
Complete,100,2.0,123,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,162059,0,0
Binomial Graph (50%),100,7.0,20967,0,0
Binomial Graph (80%),100,4.0,331,0,0
Complete,100,2.0,104,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,60881,0,0
Binomial Graph (50%),100,8.0,78448,0,0
Binomial Graph (80%),100,4.0,310,0,0
Complete,100,2.0,108,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,904415,0,0
Binomial Graph (50%),100,7.0,36700,0,0
Binomial Graph (80%),100,4.0,299,0,0
Complete,100,2.0,105,0,0
Star,100,2.0,14,0,0
Cycle,100,67.0,85,0,0
Path,100,67.0,72,0,0
Binomial Tree,16,12.0,4,0,0
Binomial Graph (30%),100,10.0,175472,0,0
Binomial Graph (50%),100,7.0,19488,0,0
Binomial Graph (80%),100,4.0,317,0,0
Complete,100,2.0,104,0,0
Star,100,2.0,15,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,111569,0,0
Binomial Graph (50%),100,6.0,2268,0,0
Binomial Graph (80%),100,4.0,344,0,0
Complete,100,2.0,103,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,81,0,0
Path,100,67.0,77,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,299470,0,0
Binomial Graph (50%),100,7.0,25156,0,0
Binomial Graph (80%),100,4.0,335,0,0
Complete,100,2.0,104,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,79,0,0
Path,100,67.0,86,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,119747,0,0
Binomial Graph (50%),100,7.0,21744,0,0
Binomial Graph (80%),100,4.0,309,0,0
Complete,100,2.0,105,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,82,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1266591,0,0
Binomial Graph (50%),100,6.0,8005,0,0
Binomial Graph (80%),100,4.0,318,0,0
Complete,100,2.0,149,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,71,0,0
Binomial Tree,16,12.0,6,0,0
Binomial Graph (30%),100,11.0,2817001,0,0
Binomial Graph (50%),100,6.0,5645,0,0
Binomial Graph (80%),100,4.0,315,0,0
Complete,100,2.0,107,0,0
Star,100,2.0,13,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,1548597,0,0
Binomial Graph (50%),100,7.0,10867,0,0
Binomial Graph (80%),100,4.0,285,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,12,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,74,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,958104,0,0
Binomial Graph (50%),100,6.0,4802,0,0
Binomial Graph (80%),100,4.0,299,0,0
Complete,100,2.0,117,0,0
Star,100,2.0,14,0,0
Cycle,100,67.0,83,0,0
Path,100,67.0,75,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,11.0,804263,0,0
Binomial Graph (50%),100,7.0,16378,0,0
Binomial Graph (80%),100,4.0,326,0,0
Complete,100,2.0,102,0,0
Star,100,2.0,11,0,0
Cycle,100,67.0,80,0,0
Path,100,67.0,71,0,0
Binomial Tree,16,12.0,5,0,0
Binomial Graph (30%),100,10.0,217117,0,0
Binomial Graph (50%),100,7.0,21643,0,0
Binomial Graph (80%),100,4.0,306,0,0
